Year,Region,Postcode,Data Item,Sum of Value
2014,Spence,2615,"Number of Businesses by Industry - Transport, postal and warehousing (no.)",4
2014,Spence,2615,Number of Businesses by Industry - Wholesale trade (no.),3
2015,Spence,2615,Number of Businesses by Industry - Accommodation and food services (no.),7
2015,Spence,2615,Number of Businesses by Industry - Administrative and support services (no.),11
2015,Spence,2615,"Number of Businesses by Industry - Agriculture, forestry and fishing (no.)",6
2015,Spence,2615,Number of Businesses by Industry - Arts and recreation services (no.),3
2015,Spence,2615,Number of Businesses by Industry - Construction (no.),42
2015,Spence,2615,Number of Businesses by Industry - Currently unknown (no.),3
2015,Spence,2615,Number of Businesses by Industry - Education and training (no.),4
2015,Spence,2615,"Number of Businesses by Industry - Electricity, gas, water and waste services (no.)",0
2015,Spence,2615,Number of Businesses by Industry - Financial and insurance services (no.),3
2015,Spence,2615,Number of Businesses by Industry - Health care and social assistance (no.),5
2015,Spence,2615,Number of Businesses by Industry - Information media and telecommunications (no.),0
2015,Spence,2615,Number of Businesses by Industry - Manufacturing (no.),3
2015,Spence,2615,Number of Businesses by Industry - Mining (no.),0
2015,Spence,2615,Number of Businesses by Industry - Other services (no.),4
2015,Spence,2615,"Number of Businesses by Industry - Professional, scientific and technical services (no.)",14
2015,Spence,2615,Number of Businesses by Industry - Public administration and safety (no.),0
2015,Spence,2615,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)",5
2015,Spence,2615,Number of Businesses by Industry - Retail trade (no.),7
2015,Spence,2615,Number of Businesses by Industry - Total (no.),124
2015,Spence,2615,"Number of Businesses by Industry - Transport, postal and warehousing (no.)",4
2015,Spence,2615,Number of Businesses by Industry - Wholesale trade (no.),3
2014,Stirling,2611,Number of Businesses by Industry - Accommodation and food services (no.),0
2014,Stirling,2611,Number of Businesses by Industry - Administrative and support services (no.),4
2014,Stirling,2611,"Number of Businesses by Industry - Agriculture, forestry and fishing (no.)",3
2014,Stirling,2611,Number of Businesses by Industry - Arts and recreation services (no.),3
2014,Stirling,2611,Number of Businesses by Industry - Construction (no.),30
2014,Stirling,2611,Number of Businesses by Industry - Currently unknown (no.),0
2014,Stirling,2611,Number of Businesses by Industry - Education and training (no.),3
2014,Stirling,2611,"Number of Businesses by Industry - Electricity, gas, water and waste services (no.)",0
2014,Stirling,2611,Number of Businesses by Industry - Financial and insurance services (no.),5
2014,Stirling,2611,Number of Businesses by Industry - Health care and social assistance (no.),5
2014,Stirling,2611,Number of Businesses by Industry - Information media and telecommunications (no.),0
2014,Stirling,2611,Number of Businesses by Industry - Manufacturing (no.),0
2014,Stirling,2611,Number of Businesses by Industry - Mining (no.),0
2014,Stirling,2611,Number of Businesses by Industry - Other services (no.),3
2014,Stirling,2611,"Number of Businesses by Industry - Professional, scientific and technical services (no.)",16
2014,Stirling,2611,Number of Businesses by Industry - Public administration and safety (no.),0
2014,Stirling,2611,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)",4
2014,Stirling,2611,Number of Businesses by Industry - Retail trade (no.),0
2014,Stirling,2611,Number of Businesses by Industry - Total (no.),86
2014,Stirling,2611,"Number of Businesses by Industry - Transport, postal and warehousing (no.)",6
2014,Stirling,2611,Number of Businesses by Industry - Wholesale trade (no.),4
2015,Stirling,2611,Number of Businesses by Industry - Accommodation and food services (no.),0
2015,Stirling,2611,Number of Businesses by Industry - Administrative and support services (no.),0
2015,Stirling,2611,"Number of Businesses by Industry - Agriculture, forestry and fishing (no.)",3
2015,Stirling,2611,Number of Businesses by Industry - Arts and recreation services (no.),3
2015,Stirling,2611,Number of Businesses by Industry - Construction (no.),24
2015,Stirling,2611,Number of Businesses by Industry - Currently unknown (no.),0
2015,Stirling,2611,Number of Businesses by Industry - Education and training (no.),3
2015,Stirling,2611,"Number of Businesses by Industry - Electricity, gas, water and waste services (no.)",0
2015,Stirling,2611,Number of Businesses by Industry - Financial and insurance services (no.),6
2015,Stirling,2611,Number of Businesses by Industry - Health care and social assistance (no.),4
2015,Stirling,2611,Number of Businesses by Industry - Information media and telecommunications (no.),0
2015,Stirling,2611,Number of Businesses by Industry - Manufacturing (no.),0
2015,Stirling,2611,Number of Businesses by Industry - Mining (no.),0
2015,Stirling,2611,Number of Businesses by Industry - Other services (no.),0
2015,Stirling,2611,"Number of Businesses by Industry - Professional, scientific and technical services (no.)",17
2015,Stirling,2611,Number of Businesses by Industry - Public administration and safety (no.),0
2015,Stirling,2611,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)",4
2015,Stirling,2611,Number of Businesses by Industry - Retail trade (no.),0
2015,Stirling,2611,Number of Businesses by Industry - Total (no.),74
2015,Stirling,2611,"Number of Businesses by Industry - Transport, postal and warehousing (no.)",6
2015,Stirling,2611,Number of Businesses by Industry - Wholesale trade (no.),4
2014,Theodore,2905,Number of Businesses by Industry - Accommodation and food services (no.),7
2014,Theodore,2905,Number of Businesses by Industry - Administrative and support services (no.),19
2014,Theodore,2905,"Number of Businesses by Industry - Agriculture, forestry and fishing (no.)",0
2014,Theodore,2905,Number of Businesses by Industry - Arts and recreation services (no.),3
2014,Theodore,2905,Number of Businesses by Industry - Construction (no.),49
2014,Theodore,2905,Number of Businesses by Industry - Currently unknown (no.),4
2014,Theodore,2905,Number of Businesses by Industry - Education and training (no.),0
2014,Theodore,2905,"Number of Businesses by Industry - Electricity, gas, water and waste services (no.)",3
2014,Theodore,2905,Number of Businesses by Industry - Financial and insurance services (no.),9
2014,Theodore,2905,Number of Businesses by Industry - Health care and social assistance (no.),5
2014,Theodore,2905,Number of Businesses by Industry - Information media and telecommunications (no.),0
2014,Theodore,2905,Number of Businesses by Industry - Manufacturing (no.),4
2014,Theodore,2905,Number of Businesses by Industry - Mining (no.),0
2014,Theodore,2905,Number of Businesses by Industry - Other services (no.),12
2014,Theodore,2905,"Number of Businesses by Industry - Professional, scientific and technical services (no.)",24
2014,Theodore,2905,Number of Businesses by Industry - Public administration and safety (no.),0
2014,Theodore,2905,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)",8
2014,Theodore,2905,Number of Businesses by Industry - Retail trade (no.),3
2014,Theodore,2905,Number of Businesses by Industry - Total (no.),159
2014,Theodore,2905,"Number of Businesses by Industry - Transport, postal and warehousing (no.)",9
2014,Theodore,2905,Number of Businesses by Industry - Wholesale trade (no.),0
2015,Theodore,2905,Number of Businesses by Industry - Accommodation and food services (no.),7
2015,Theodore,2905,Number of Businesses by Industry - Administrative and support services (no.),16
2015,Theodore,2905,"Number of Businesses by Industry - Agriculture, forestry and fishing (no.)",0
2015,Theodore,2905,Number of Businesses by Industry - Arts and recreation services (no.),0
2015,Theodore,2905,Number of Businesses by Industry - Construction (no.),51
2015,Theodore,2905,Number of Businesses by Industry - Currently unknown (no.),3
2015,Theodore,2905,Number of Businesses by Industry - Education and training (no.),3
2015,Theodore,2905,"Number of Businesses by Industry - Electricity, gas, water and waste services (no.)",3
2015,Theodore,2905,Number of Businesses by Industry - Financial and insurance services (no.),10
2015,Theodore,2905,Number of Businesses by Industry - Health care and social assistance (no.),4
2015,Theodore,2905,Number of Businesses by Industry - Information media and telecommunications (no.),0
2015,Theodore,2905,Number of Businesses by Industry - Manufacturing (no.),5
2015,Theodore,2905,Number of Businesses by Industry - Mining (no.),0
2015,Theodore,2905,Number of Businesses by Industry - Other services (no.),10
2015,Theodore,2905,"Number of Businesses by Industry - Professional, scientific and technical services (no.)",27
2015,Theodore,2905,Number of Businesses by Industry - Public administration and safety (no.),0
2015,Theodore,2905,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)",7
2015,Theodore,2905,Number of Businesses by Industry - Retail trade (no.),5
2015,Theodore,2905,Number of Businesses by Industry - Total (no.),162
2015,Theodore,2905,"Number of Businesses by Industry - Transport, postal and warehousing (no.)",8
2015,Theodore,2905,Number of Businesses by Industry - Wholesale trade (no.),3
2014,Torrens,2607,Number of Businesses by Industry - Accommodation and food services (no.),4
2014,Torrens,2607,Number of Businesses by Industry - Administrative and support services (no.),9
2014,Torrens,2607,"Number of Businesses by Industry - Agriculture, forestry and fishing (no.)",0
2014,Torrens,2607,Number of Businesses by Industry - Arts and recreation services (no.),0
2014,Torrens,2607,Number of Businesses by Industry - Construction (no.),29
2014,Torrens,2607,Number of Businesses by Industry - Currently unknown (no.),3
2014,Torrens,2607,Number of Businesses by Industry - Education and training (no.),3
2014,Torrens,2607,"Number of Businesses by Industry - Electricity, gas, water and waste services (no.)",0
2014,Torrens,2607,Number of Businesses by Industry - Financial and insurance services (no.),9
2014,Torrens,2607,Number of Businesses by Industry - Health care and social assistance (no.),3
2014,Torrens,2607,Number of Businesses by Industry - Information media and telecommunications (no.),6
2014,Torrens,2607,Number of Businesses by Industry - Manufacturing (no.),0
2014,Torrens,2607,Number of Businesses by Industry - Mining (no.),0
2014,Torrens,2607,Number of Businesses by Industry - Other services (no.),6
2014,Torrens,2607,"Number of Businesses by Industry - Professional, scientific and technical services (no.)",30
2014,Torrens,2607,Number of Businesses by Industry - Public administration and safety (no.),0
2014,Torrens,2607,"Number of Businesses by Industry - Rental, hiring and real estate services (no.)",11
